Hours Studied,Previous Scores,Extracurricular Activities,Sleep Hours,Sample Question Papers Practiced,Performance Index,Place of study
4,59,Yes,6,7,42,Library
1,51,Yes,8,8,27,Library
8,56,No,6,5,49,Library
4,54,No,5,4,35,Library
1,73,Yes,7,4,46,Library
5,89,Yes,7,1,76,Library
8,55,No,6,3,47,Library
4,43,No,5,1,22,Library
8,47,No,7,1,36,Library
8,73,No,9,7,66,Library
3,85,Yes,6,3,68,Library
9,64,Yes,6,3,61,Library
3,54,Yes,6,6,36,Library
1,67,No,7,3,39,Library
2,48,No,4,8,20,Library
6,41,Yes,5,8,28,Library
2,56,No,8,2,29,Library
6,97,Yes,8,5,86,Library
1,49,No,5,6,25,Library
1,48,Yes,4,2,20,Library
5,70,Yes,5,3,58,Library
9,41,Yes,6,0,38,Library
8,63,Yes,9,8,62,Library
3,58,No,5,6,37,Library
3,56,Yes,5,9,34,Library
1,82,Yes,9,6,56,Library
3,88,Yes,7,8,72,Library
1,49,Yes,8,5,25,Library
8,89,No,8,7,82,Library
1,94,Yes,6,4,70,Library
5,67,Yes,9,7,52,Library
9,77,No,6,9,76,Library
7,87,Yes,7,0,78,Library
4,67,Yes,6,2,51,Library
9,98,Yes,9,3,96,Library
9,89,Yes,9,8,90,Library
2,91,No,4,7,64,Library
6,89,No,7,7,79,Library
4,40,No,9,1,22,Library
8,99,No,9,6,96,Library
7,42,No,7,2,32,Library
7,54,No,5,5,42,Library
9,91,Yes,5,3,88,Library
5,49,Yes,4,5,36,Library
6,60,Yes,9,3,48,Library
1,76,Yes,7,2,51,Library
6,54,No,7,1,40,Library
2,62,Yes,5,3,34,Library
6,53,Yes,8,9,43,Library
9,54,No,8,1,59,Library
8,49,Yes,9,6,42,Library
9,95,Yes,5,0,93,Library
8,48,No,9,0,37,Library
3,83,Yes,6,4,63,Library
8,78,Yes,7,6,70,Library
6,44,No,9,0,33,Library
6,64,Yes,4,3,50,Library
6,95,Yes,8,4,84,Library
3,81,Yes,9,1,60,Library
1,96,Yes,6,6,67,Library
4,65,Yes,7,3,47,Library
6,47,No,6,7,34,Library
2,61,Yes,9,0,38,Library
7,91,Yes,7,9,84,Library
7,64,Yes,7,0,53,Library
4,87,No,5,0,69,Library
4,51,No,5,3,32,Library
1,48,No,4,0,21,Library
2,49,Yes,4,4,30,Library
9,87,Yes,6,5,85,Library
8,49,Yes,5,6,45,Library
8,48,Yes,7,7,43,Library
9,65,Yes,5,7,63,Library
7,74,No,7,1,64,Library
9,66,Yes,5,3,62,Library
2,99,Yes,7,6,76,Library
6,70,No,6,8,62,Library
3,58,No,5,8,40,Library
6,82,No,8,2,71,Library
3,77,No,8,6,56,Library
8,45,No,7,3,38,Library
4,54,Yes,6,8,39,Library
6,68,Yes,7,6,62,Library
9,86,Yes,6,5,84,Library
2,84,Yes,4,8,64,Library
2,93,Yes,5,6,71,Library
7,44,No,6,7,38,Library
2,53,Yes,7,4,26,Library
2,92,Yes,4,3,67,Library
4,41,No,7,0,23,Library
9,62,No,8,7,57,Library
8,83,Yes,8,5,80,Library
2,91,Yes,5,3,68,Library
8,85,No,9,2,77,Library
4,58,Yes,5,4,37,Library
2,63,No,4,3,39,Library
7,59,Yes,8,6,49,Library
6,86,No,6,5,74,Library
5,66,No,8,2,53,Library
1,91,No,9,9,67,Library
2,63,Yes,5,0,38,Library
8,56,No,7,6,47,Library
1,64,No,4,4,40,Library
3,85,Yes,9,0,68,Library
2,94,Yes,8,0,70,Library
5,70,Yes,6,5,54,Library
4,67,No,9,3,49,Library
7,89,No,6,7,79,Library
5,98,No,6,1,82,Library
8,67,Yes,4,3,62,Library
4,61,Yes,6,7,46,Library
6,95,No,6,7,86,Library
4,98,Yes,8,4,80,Library
2,44,Yes,4,2,17,Library
1,93,No,7,3,69,Library
1,83,No,7,2,58,Library
8,81,Yes,6,1,74,Library
4,47,No,9,3,32,Library
5,77,Yes,5,8,64,Library
8,67,Yes,4,5,57,Library
7,96,No,5,3,82,Library
8,86,No,4,0,78,Library
8,51,Yes,4,6,40,Library
6,96,Yes,8,1,88,Library
2,64,No,6,5,42,Library
6,77,Yes,8,9,67,Library
1,83,Yes,9,0,56,Library
1,54,Yes,5,6,26,Library
3,83,Yes,5,3,56,Library
3,80,Yes,7,2,63,Library
5,90,No,9,9,78,Library
1,92,Yes,9,6,68,Library
6,73,Yes,8,2,66,Library
7,99,No,8,7,90,Library
3,84,No,9,3,65,Library
4,52,No,8,2,33,Library
3,47,Yes,7,6,32,Library
1,98,Yes,8,6,74,Library
8,52,No,8,8,48,Library
2,75,No,9,9,57,Library
1,45,No,9,6,22,Library
8,77,No,8,5,69,Library
7,71,No,8,2,62,Library
7,60,Yes,9,3,52,Library
4,83,No,5,7,66,Library
9,83,Yes,6,5,81,Library
6,88,Yes,5,8,75,Library
2,98,No,8,7,80,Library
1,46,No,4,7,20,Library
1,65,No,4,9,40,Library
9,54,No,7,9,55,Library
4,95,No,5,6,78,Library
5,88,Yes,9,9,76,Library
3,81,No,7,0,60,Library
4,62,No,7,4,44,Library
8,91,Yes,4,6,85,Library
4,77,No,5,9,56,Library
9,80,No,6,8,76,Library
9,54,No,9,3,49,Library
6,87,Yes,5,7,72,Library
2,92,No,7,0,69,Library
7,79,No,8,3,72,Library
9,55,No,7,3,50,Library
6,71,No,5,1,57,Library
3,76,Yes,4,2,56,Library
7,57,No,5,2,46,Library
5,59,Yes,6,8,45,Library
1,85,No,9,6,60,Library
3,41,No,9,1,22,Library
5,94,No,8,8,81,Library
7,62,Yes,8,7,54,Library
3,69,No,7,5,48,Library
6,42,No,5,5,28,Library
5,85,Yes,9,1,73,Library
1,78,No,4,2,52,Library
6,86,No,6,5,74,Library
8,88,No,7,2,84,Library
1,40,No,5,6,13,Library
2,80,Yes,4,4,57,Library
4,61,Yes,5,3,42,Library
2,68,Yes,4,7,47,Library
9,53,No,5,1,48,Library
8,87,No,5,2,81,Library
8,67,No,9,9,63,Library
4,60,No,7,3,43,Library
5,84,Yes,5,9,71,Library
4,71,No,5,5,49,Library
9,45,Yes,7,4,43,Library
2,93,No,7,4,69,Library
8,40,No,8,6,34,Library
2,60,Yes,8,7,37,Library
1,96,No,9,5,74,Library
3,43,Yes,7,2,21,Library
9,42,Yes,6,3,38,Library
3,88,No,9,0,67,Library
9,69,Yes,4,4,64,Library
7,70,Yes,7,9,61,Library
1,73,No,8,7,46,Library
5,58,Yes,5,2,41,Library
9,59,Yes,7,9,58,Library
3,62,No,7,3,40,Library
9,93,Yes,8,3,92,Library
5,98,No,8,5,86,Library
9,79,Yes,6,8,77,Library
6,64,No,9,9,52,Library
9,54,No,8,2,47,Library
7,77,No,8,3,70,Library
7,62,No,8,5,57,Library
8,91,No,9,5,90,Library
7,41,Yes,5,6,32,Library
9,96,No,7,0,93,Library
9,96,No,7,8,94,Library
6,54,Yes,8,1,42,Library
7,91,No,9,3,82,Library
2,83,Yes,6,2,58,Library
9,74,Yes,8,2,68,Library
1,49,No,9,4,25,Library
1,53,Yes,9,6,30,Library
3,66,Yes,6,6,46,Library
6,93,Yes,9,6,86,Library
5,53,No,7,2,42,Library
2,74,Yes,6,8,49,Library
9,72,No,6,5,70,Library
4,91,No,4,9,74,Library
4,40,Yes,6,7,26,Library
5,73,No,6,0,56,Library
8,58,Yes,5,3,54,Library
4,63,Yes,7,6,48,Library
5,81,No,8,8,70,Library
4,43,No,4,2,22,Library
6,75,No,6,5,62,Library
3,52,Yes,5,7,33,Library
8,97,Yes,5,2,93,Library
6,71,Yes,9,5,62,Library
5,48,No,8,8,31,Library
2,78,Yes,8,8,60,Library
7,55,Yes,7,5,50,Library
2,89,Yes,9,4,67,Library
1,42,Yes,6,0,17,Library
7,91,No,5,2,82,Library
5,59,Yes,4,2,41,Library
1,49,No,7,3,24,Library
4,95,Yes,6,4,78,Library
4,97,Yes,9,7,80,Library
7,97,Yes,8,8,93,Library
9,61,No,9,6,64,Library
2,87,No,6,9,60,Library
1,42,No,9,5,18,Library
2,50,Yes,8,2,28,Library
7,64,Yes,6,8,54,Library
6,81,No,4,9,71,Library
4,87,Yes,7,0,68,Library
1,47,Yes,9,8,23,Library
1,48,No,8,2,20,Library
5,54,Yes,4,8,37,Library
1,71,Yes,5,9,47,Library
7,92,Yes,4,0,81,Library
1,42,No,4,7,18,Library
1,43,Yes,4,5,16,Library
2,69,No,8,8,49,Library
3,52,Yes,5,3,33,Library
1,83,No,7,4,60,Library
9,60,No,4,5,55,Library
8,80,No,8,8,75,Library
5,96,No,8,5,81,Library
2,85,Yes,7,8,64,Library
5,58,No,6,1,41,Library
6,78,Yes,5,3,68,Library
1,87,Yes,5,2,59,Library
4,61,No,9,3,44,Library
9,59,Yes,4,0,55,Library
2,76,Yes,6,1,54,Library
5,70,Yes,5,3,53,Library
1,49,Yes,9,9,24,Library
4,57,No,4,3,37,Library
4,82,Yes,6,4,65,Library
6,78,Yes,8,8,69,Library
9,85,Yes,4,0,82,Library
3,59,Yes,6,7,39,Library
9,57,Yes,7,2,54,Library
6,50,No,5,8,36,Library
7,61,Yes,4,7,55,Library
2,98,No,9,7,78,Library
6,83,Yes,8,8,73,Library
6,57,No,9,3,49,Library
2,97,Yes,4,4,74,Library
2,73,Yes,5,6,51,Library
2,62,No,5,1,37,Library
1,40,No,6,6,16,Library
5,94,No,9,2,84,Library
8,49,Yes,9,5,47,Library
2,92,No,8,5,70,Library
5,40,No,6,5,28,Library
8,77,No,8,9,72,Library
5,78,Yes,4,1,60,Library
2,88,Yes,4,8,67,Library
3,48,Yes,9,7,33,Library
6,70,No,6,6,58,Library
5,46,Yes,7,8,36,Library
4,56,Yes,5,3,35,Library
4,74,Yes,6,1,56,Library
5,87,Yes,6,3,71,Library
2,76,No,4,9,51,Library
9,91,Yes,5,2,88,Library
2,57,No,6,1,36,Library
2,72,No,4,1,50,Library
9,43,No,4,7,42,Library
3,62,No,9,4,44,Library
7,50,No,9,5,42,Library
4,91,No,6,7,75,Library
6,48,Yes,6,6,34,Library
4,69,No,4,6,54,Library
7,47,Yes,9,6,36,Library
1,79,No,6,6,53,Library
3,44,Yes,5,7,24,Library
3,51,No,4,0,30,Library
1,40,Yes,4,2,13,Library
6,54,Yes,6,0,43,Library
9,64,No,6,7,56,Library
8,57,No,6,1,50,Library
7,77,No,5,6,67,Library
8,81,No,4,5,74,Library
6,85,Yes,7,0,73,Library
9,92,Yes,5,5,90,Library
3,65,No,5,8,42,Library
9,79,No,9,2,77,Library
4,98,Yes,4,6,84,Library
7,42,No,7,3,37,Library
9,93,Yes,4,0,91,Library
2,61,No,5,6,34,Library
2,65,No,6,0,40,Library
9,58,Yes,4,3,53,Library
3,83,Yes,4,8,63,Library
9,83,No,6,4,82,Library
5,86,Yes,7,6,73,Library
6,99,No,7,6,86,Library
2,78,Yes,4,2,56,Library
8,98,No,6,7,94,Library
9,75,No,9,0,74,Library
2,60,No,4,3,37,Library
6,80,Yes,6,9,69,Library
6,93,Yes,5,3,79,Library
8,87,Yes,9,1,83,Library
5,65,Yes,6,5,50,Library
9,52,No,4,0,47,Library
1,75,Yes,8,2,53,Library
9,63,Yes,7,8,62,Library
7,80,Yes,4,9,75,Library
4,65,No,6,5,48,Library
3,60,Yes,9,1,40,Library
6,57,Yes,9,8,45,Library
1,54,No,6,1,27,Library
3,54,No,7,6,32,Library
2,45,No,4,0,20,Library
9,82,No,9,4,80,Library
3,70,No,9,6,51,Library
2,67,No,8,2,44,Library
4,47,No,5,3,29,Library
2,68,Yes,8,4,46,Library
1,60,No,5,2,37,Library
6,56,No,9,5,44,Library
8,95,No,5,2,90,Library
2,96,No,4,7,75,Library
9,88,No,9,6,84,Library
3,63,Yes,9,0,44,Library
8,97,Yes,5,1,91,Library
8,99,Yes,6,3,94,Library
3,89,Yes,5,4,69,Library
3,75,Yes,5,9,57,Library
6,70,Yes,7,3,55,Library
1,86,Yes,7,3,61,Library
4,73,No,4,8,54,Library
1,41,No,4,3,12,Library
3,81,No,6,3,62,Library
9,42,No,7,3,40,Library
5,69,No,8,1,57,Library
5,47,No,4,7,33,Library
4,91,Yes,4,3,71,Library
3,46,No,7,4,26,Library
5,51,No,7,7,39,Library
4,97,No,6,3,74,Library
8,58,Yes,7,4,56,Library
4,65,Yes,5,4,45,Library
8,67,Yes,9,5,61,Library
6,54,No,8,6,45,Library
5,53,No,9,2,43,Library
4,87,No,5,9,68,Library
4,98,Yes,5,2,79,Library
4,53,Yes,9,8,40,Library
9,42,No,5,0,37,Library
4,89,Yes,4,9,72,Library
9,68,No,9,7,67,Library
6,99,Yes,5,9,93,Library
7,93,Yes,4,2,85,Library
3,45,Yes,7,4,26,Library
8,88,No,8,2,84,Library
3,62,Yes,8,9,45,Library
1,67,No,5,0,41,Library
5,53,No,8,9,39,Library
2,53,No,4,4,28,Library
6,59,Yes,7,7,48,Library
9,52,Yes,5,4,46,Library
1,66,Yes,6,3,38,Library
4,99,No,9,8,87,Library
1,74,Yes,8,0,50,Library
1,84,Yes,8,4,63,Library
8,95,No,5,0,89,Library
2,41,No,9,5,19,Library
1,80,No,9,9,56,Library
8,84,Yes,8,8,82,Library
4,79,Yes,8,1,60,Library
3,87,No,6,3,67,Library
4,63,Yes,9,7,50,Library
5,68,No,4,2,52,Library
1,42,Yes,5,6,17,Library
1,84,No,5,6,61,Library
3,43,Yes,6,1,22,Library
6,89,No,6,9,79,Library
1,41,No,4,3,15,Library
2,59,No,7,0,34,Library
7,93,Yes,5,7,83,Library
1,92,Yes,9,9,71,Library
7,54,Yes,8,9,47,Library
4,88,No,4,8,70,Library
6,71,No,5,0,58,Library
8,81,No,9,6,74,Library
9,40,No,4,0,34,Library
6,77,No,7,0,66,Library
9,74,No,9,8,73,Library
4,90,No,5,9,72,Library
6,46,No,8,9,34,Library
8,84,No,9,5,80,Library
9,52,Yes,5,0,49,Library
3,88,No,4,6,69,Library
2,40,Yes,7,2,16,Library
6,53,No,9,9,46,Library
4,68,Yes,4,3,50,Library
1,97,No,4,3,67,Library
8,42,Yes,6,7,37,Library
9,85,No,4,0,78,Library
9,63,No,9,7,62,Library
2,40,No,7,8,18,Library
9,87,Yes,8,6,83,Library
7,49,No,6,0,42,Library
5,52,Yes,4,6,36,Library
7,75,Yes,9,5,64,Library
9,48,Yes,5,4,47,Library
8,53,Yes,6,4,48,Library
6,75,Yes,7,0,63,Library
4,49,No,5,5,31,Library
1,79,Yes,7,3,54,Library
6,62,Yes,5,0,46,Library
3,74,Yes,8,7,53,Library
6,94,Yes,7,7,86,Library
6,46,No,5,3,34,Library
4,81,No,7,6,66,Library
2,74,No,6,2,53,Library
9,41,Yes,7,7,32,Library
2,54,Yes,9,6,32,Library
3,48,Yes,7,4,26,Library
1,86,No,5,4,59,Library
7,56,Yes,7,8,45,Library
1,78,No,8,5,54,Library
9,91,Yes,4,5,89,Library
1,57,Yes,6,1,35,Library
5,54,No,9,4,40,Library
7,57,Yes,5,3,49,Library
3,63,No,7,9,46,Library
9,62,Yes,7,2,63,Library
8,51,No,7,8,43,Library
3,62,Yes,6,6,44,Library
5,60,Yes,9,3,48,Library
7,65,Yes,4,8,53,Library
4,47,Yes,8,8,32,Library
5,69,Yes,9,6,58,Library
3,73,No,8,4,50,Library
9,41,No,9,8,39,Library
9,44,Yes,5,6,41,Library
7,70,No,4,8,61,Library
2,72,No,4,2,49,Library
7,93,No,6,8,84,Library
7,43,No,9,0,32,Library
5,45,Yes,7,4,32,Library
9,62,No,4,1,60,Library
3,84,No,9,0,67,Library
4,58,Yes,7,2,46,Library
1,82,Yes,6,6,56,Library
6,84,Yes,9,2,74,Library
4,47,Yes,9,9,28,Library
1,78,Yes,5,9,52,Library
2,52,Yes,9,8,28,Library
3,40,Yes,5,2,18,Library
9,45,Yes,7,5,45,Library
8,46,No,7,1,41,Library
7,87,Yes,4,7,78,Library
4,66,No,6,9,48,Library
1,54,Yes,5,4,26,Library
8,91,Yes,4,1,86,Library
4,73,No,8,6,56,Library
3,97,Yes,4,2,77,Library
9,96,Yes,7,4,95,Library
4,62,No,8,8,47,Library
4,87,No,4,0,62,Library
9,88,No,9,1,87,Library
2,63,No,6,4,40,Library
5,54,No,5,3,35,Library
4,74,No,9,0,60,Library
9,43,Yes,8,6,41,Library
5,83,Yes,6,8,67,Library
9,76,Yes,4,0,70,Library
9,56,Yes,9,7,55,Library
2,70,Yes,7,8,54,Library
9,77,No,7,1,72,Library
3,49,No,6,0,26,Library
4,93,Yes,7,5,77,Library
1,89,No,5,6,67,Library
1,66,Yes,6,1,39,Library
1,81,No,6,4,54,Library
9,45,Yes,7,4,43,Library
8,95,Yes,6,6,89,Library
5,45,Yes,4,0,28,Library
5,91,No,8,9,80,Library
9,54,No,9,7,51,Library
3,43,Yes,8,4,23,Library
3,96,No,9,2,79,Library
7,87,Yes,7,8,77,Library
9,93,Yes,5,2,89,Library
6,95,No,5,6,80,Library
2,79,Yes,7,9,57,Library
1,46,Yes,7,6,20,Library
2,90,Yes,6,9,68,Library
1,97,No,5,7,71,Library
9,88,Yes,8,9,88,Library
8,92,Yes,7,7,85,Library
7,84,Yes,8,3,77,Library
3,86,Yes,9,0,66,Library
8,65,No,8,3,61,Library
2,97,Yes,5,5,74,Library
2,70,Yes,9,9,48,Library
3,41,No,8,5,18,Library
7,67,No,6,5,59,Library
1,81,No,6,6,55,Library
8,52,No,5,0,47,Library
7,57,No,6,9,52,Library
4,69,No,7,0,50,Library
5,94,Yes,9,6,77,Library
1,50,Yes,5,3,25,Library
4,52,No,9,5,35,Library
1,90,Yes,8,5,65,Library
1,63,No,7,8,40,Library
1,96,Yes,5,1,70,Library
7,68,No,8,3,61,Library
7,95,No,8,3,89,Library
4,93,Yes,8,6,77,Library
2,44,No,8,0,22,Library
3,74,Yes,8,4,55,Library
8,58,No,5,3,52,Library
8,94,No,6,1,88,Library
6,52,Yes,8,4,44,Library
9,44,No,7,8,39,Library
9,83,Yes,5,7,80,Library
4,53,Yes,4,8,35,Library
1,77,Yes,6,6,52,Library
1,61,Yes,7,9,34,Library
5,48,Yes,8,6,33,Library
2,88,No,5,1,64,Library
6,79,No,5,2,65,Library
7,65,Yes,8,9,55,Library
1,84,No,7,7,58,Library
6,44,Yes,5,1,29,Library
8,68,No,9,6,65,Library
5,93,Yes,6,5,80,Library
7,61,No,7,9,55,Library
6,88,Yes,8,3,78,Library
4,42,No,7,3,22,Library
7,67,Yes,9,2,53,Library
9,77,Yes,7,5,77,Library
7,53,No,4,2,41,Library
5,86,Yes,8,8,69,Library
7,53,Yes,6,3,47,Library
3,82,No,8,3,64,Library
2,50,No,4,1,28,Library
5,48,Yes,8,1,35,Library
4,77,Yes,8,6,63,Library
5,86,Yes,6,4,71,Library
8,83,Yes,4,2,78,Library
4,45,No,8,5,32,Library
9,40,Yes,9,5,40,Library
7,64,Yes,8,0,55,Library
7,55,No,5,2,42,Library
8,91,No,8,4,88,Library
6,54,Yes,6,6,43,Library
8,73,No,5,3,66,Library
3,56,No,9,7,33,Library
1,42,No,9,2,12,Library
6,42,Yes,9,5,32,Library
1,76,Yes,4,5,48,Library
9,56,Yes,9,8,56,Library
2,94,No,7,3,73,Library
2,88,Yes,6,6,65,Library
7,91,Yes,4,9,83,Library
2,77,Yes,5,0,53,Library
8,40,No,7,0,39,Library
6,46,Yes,4,1,32,Library
7,65,Yes,6,3,55,Library
7,86,Yes,5,5,76,Library
6,78,Yes,6,3,69,Library
9,58,No,6,5,54,Library
9,91,Yes,5,1,89,Library
7,93,Yes,9,8,87,Library
9,69,No,8,2,66,Library
3,82,No,6,6,65,Library
3,94,No,9,0,71,Library
1,53,No,5,7,27,Library
5,52,No,6,3,38,Library
4,59,Yes,8,4,43,Library
2,65,No,5,6,38,Library
9,66,No,4,2,59,Library
3,64,No,4,8,44,Library
8,48,Yes,9,8,39,Library
6,80,Yes,4,7,67,Library
5,87,Yes,7,0,70,Library
1,51,No,6,1,24,Library
4,49,Yes,6,1,31,Library
3,45,No,5,2,24,Library
1,89,No,7,1,61,Library
5,73,Yes,6,0,59,Library
6,98,Yes,5,4,87,Library
2,91,Yes,8,5,68,Library
3,80,No,6,6,62,Library
6,58,Yes,9,9,50,Library
4,45,Yes,6,6,27,Library
9,41,Yes,8,1,36,Library
5,54,Yes,8,6,43,Library
4,56,Yes,6,1,35,Library
2,55,No,8,1,29,Library
6,67,No,5,5,56,Library
2,60,Yes,6,5,41,Library
7,47,No,6,7,37,Library
3,49,No,4,4,26,Library
9,49,No,9,4,46,Library
5,89,Yes,6,9,75,Library
8,49,No,4,0,40,Library
6,48,Yes,8,3,36,Library
8,67,No,9,0,62,Library
3,63,Yes,9,9,47,Library
3,58,No,8,4,39,Library
5,72,No,5,7,57,Library
3,43,Yes,4,0,20,Library
8,95,Yes,6,2,87,Library
8,42,No,4,0,31,Library
2,81,Yes,8,5,57,Library
4,51,Yes,8,9,37,Library
1,57,Yes,5,0,29,Library
4,62,Yes,9,9,48,Library
4,59,No,9,2,41,Library
9,45,Yes,8,4,43,Library
3,92,No,4,4,70,Library
2,73,No,9,1,54,Library
9,81,Yes,6,2,77,Library
9,41,Yes,6,8,40,Library
1,69,Yes,4,0,39,Library
6,48,Yes,5,0,38,Library
8,66,No,6,1,61,Library
3,81,No,4,7,59,Library
9,73,Yes,4,5,68,Library
2,79,No,8,3,59,Library
6,63,Yes,9,6,55,Library
1,88,No,8,5,63,Library
7,56,No,9,8,47,Library
3,68,No,5,5,49,Library
7,75,Yes,5,1,64,Library
4,89,Yes,5,2,72,Library
9,51,No,4,8,46,Library
5,70,Yes,4,6,55,Library
3,88,Yes,8,5,73,Library
8,48,No,6,4,41,Library
6,58,Yes,9,2,50,Library
2,85,Yes,9,3,61,Library
3,85,No,5,0,60,Library
8,56,No,9,4,52,Library
7,41,No,7,6,31,Library
6,79,No,5,1,66,Library
1,44,Yes,9,7,16,Library
9,98,Yes,8,9,93,Library
3,78,No,9,5,59,Library
5,93,No,4,9,78,Library
7,87,Yes,8,2,79,Library
7,55,Yes,8,1,50,Library
3,56,Yes,8,7,38,Library
4,93,No,7,3,80,Library
7,66,No,7,6,58,Library
8,46,No,9,6,44,Library
2,91,No,5,9,70,Library
9,47,Yes,9,8,45,Library
7,47,No,9,9,40,Library
8,62,No,9,7,57,Library
6,71,Yes,4,7,61,Library
6,82,No,8,6,72,Library
9,86,Yes,6,9,83,Library
4,57,No,5,4,36,Library
5,77,Yes,5,8,61,Library
9,93,Yes,8,6,90,Library
1,51,Yes,5,2,22,Library
4,54,No,8,5,35,Library
7,67,No,5,2,59,Library
9,94,No,9,5,89,Library
6,77,No,4,7,66,Library
8,89,No,5,8,88,Library
9,95,No,5,1,91,Library
4,70,Yes,6,5,53,Library
1,91,No,4,2,64,Library
8,48,No,9,6,40,Library
2,47,Yes,4,3,24,Library
1,85,Yes,4,4,59,Library
7,58,No,5,9,49,Library
9,90,Yes,7,5,85,Library
9,47,No,5,7,47,Library
3,73,Yes,8,1,54,Library
6,96,No,6,3,82,Library
7,43,Yes,4,3,31,Library
9,70,Yes,8,5,67,Library
2,77,No,9,3,58,Library
8,42,No,8,4,36,Library
7,74,Yes,7,4,66,Library
4,58,Yes,4,7,39,Library
2,82,Yes,5,3,61,Library
8,68,Yes,4,5,64,Library
5,49,No,6,6,31,Library
6,51,Yes,4,7,39,Library
7,85,Yes,8,8,78,Library
1,69,No,8,9,43,Library
8,69,No,5,7,62,Library
4,99,No,5,3,80,Library
9,57,No,5,3,51,Library
1,63,No,9,9,40,Library
2,71,No,6,4,48,Library
6,48,Yes,9,2,38,Library
1,86,Yes,9,1,61,Library
4,63,Yes,9,1,42,Library
8,65,No,4,8,57,Library
5,42,No,7,7,26,Library
9,62,Yes,4,5,58,Library
6,50,Yes,5,8,40,Library
1,49,No,6,4,26,Library
6,89,No,9,9,78,Library
6,75,Yes,4,0,62,Library
6,99,Yes,8,7,90,Library
8,52,Yes,9,2,50,Library
6,68,Yes,4,8,57,Library
5,77,Yes,8,0,62,Library
2,98,No,4,2,74,Library
4,92,Yes,4,0,74,Library
5,52,Yes,9,0,40,Library
4,96,No,4,5,81,Library
2,65,Yes,5,3,45,Library
7,59,No,8,9,50,Library
2,44,No,6,3,17,Library
1,59,Yes,7,4,31,Library
5,53,Yes,9,2,40,Library
1,84,No,8,1,61,Library
1,53,No,5,9,26,Library
1,47,No,8,7,20,Library
6,87,Yes,6,6,73,Library
9,52,Yes,9,9,55,Library
1,63,Yes,8,3,37,Library
5,54,Yes,5,1,35,Library
9,90,Yes,9,8,90,Library
9,40,No,5,7,36,Library
1,61,Yes,9,3,38,Library
8,73,Yes,7,4,65,Library
1,89,No,6,9,66,Library
8,90,Yes,7,5,88,Library
1,79,Yes,4,3,53,Library
5,42,Yes,5,1,27,Library
8,94,No,7,4,90,Library
6,65,No,5,0,50,Library
9,53,Yes,9,6,49,Library
1,97,Yes,5,8,71,Library
9,80,Yes,4,2,72,Library
1,47,No,5,5,21,Library
3,88,No,9,8,73,Library
1,94,Yes,9,3,68,Library
3,94,Yes,7,5,74,Library
2,95,Yes,6,2,72,Library
2,55,Yes,8,8,38,Library
9,81,No,7,6,78,Library
8,60,No,4,6,55,Library
1,49,Yes,8,3,24,Library
4,96,No,5,5,72,Library
1,64,No,7,7,38,Library
1,95,Yes,8,5,73,Library
4,77,Yes,7,5,60,Library
2,61,Yes,5,3,38,Library
3,88,Yes,9,7,74,Library
9,87,No,7,9,86,Library
2,86,Yes,4,7,62,Library
4,93,Yes,8,8,80,Library
1,85,Yes,8,5,62,Library
2,43,Yes,8,1,22,Library
5,43,No,7,3,28,Library
1,69,Yes,5,3,41,Library
7,41,Yes,7,7,34,Library
4,68,No,7,4,52,Library
6,82,Yes,9,3,71,Library
8,75,Yes,8,7,68,Library
6,60,Yes,5,2,47,Library
2,99,No,6,1,73,Library
1,60,Yes,5,3,33,Library
8,87,Yes,7,0,83,Library
8,60,Yes,4,0,48,Library
9,43,No,5,4,39,Library
6,40,Yes,8,0,29,Library
1,65,Yes,4,3,36,Library
9,95,Yes,6,7,94,Library
3,90,No,6,7,73,Library
6,41,No,4,1,28,Library
9,48,Yes,6,2,49,Library
3,94,Yes,4,2,73,Library
5,96,No,7,0,83,Library
5,84,Yes,4,2,73,Library
7,57,No,7,7,50,Library
4,87,No,8,5,74,Library
4,87,No,8,4,71,Library
7,96,Yes,6,9,92,Library
9,81,No,9,8,78,Library
4,80,No,9,6,64,Library
4,50,Yes,4,5,37,Library
6,64,Yes,7,4,49,Library
6,65,Yes,8,4,53,Library
7,97,No,8,9,95,Library
1,75,No,8,8,50,Library
3,81,Yes,6,9,62,Library
9,74,No,8,5,74,Library
6,77,Yes,9,3,70,Library
6,42,Yes,5,3,29,Library
5,98,Yes,6,3,81,Library
3,80,Yes,4,5,58,Library
5,74,Yes,5,0,57,Library
1,89,No,6,8,61,Library
3,79,No,6,1,56,Library
4,61,Yes,7,1,44,Library
5,47,No,5,4,30,Library
9,54,No,5,3,53,Library
4,84,Yes,9,2,67,Library
3,46,No,5,4,21,Library
1,58,No,8,6,35,Library
6,79,Yes,9,9,77,Library
7,81,No,8,1,72,Library
8,56,No,9,5,52,Library
1,40,No,4,3,15,Library
4,84,No,9,1,67,Library
5,68,No,4,0,55,Library
2,97,Yes,9,7,73,Library
1,52,Yes,4,4,25,Library
8,95,Yes,8,9,90,Library
6,87,Yes,9,1,74,Library
5,68,Yes,7,7,53,Library
9,80,No,9,2,79,Library
2,81,No,4,6,59,Library
8,45,Yes,6,1,40,Library
9,44,Yes,8,6,39,Library
1,73,Yes,7,3,49,Library
7,50,No,6,9,41,Library
8,48,No,6,0,39,Library
3,77,No,8,4,57,Library
4,79,No,9,3,66,Library
3,80,No,5,7,59,Library
7,48,No,7,0,40,Library
